,release_date,title,production_cost,domestic_gross,worldwide_gross,opening_weekend,mpaa,genre,theaters,runtime,year,duration,country,directors,avg_vote,critics_vote,public_vote,description
155,2012-11-01,Wreck-It Ralph,165000000,189412677,496511521,49038712,PG,Adventure,3752,101,2012,108.0,United States,Rich Moore,7.0,6.88,7.0,"Ralph is the villain protagonist of an 8-bit video game designed to destroy everything in its path, including buildings and houses. Tired of spending his evenings alone and being regarded by everyone as the one to be avoided because of his wickedness, he decides that the time has come to prove that even in his heart there are inherent qualities of a good hero and to do so he sneaks into the interior of various modern games. His goal is to win a medal but accidentally unleashes a deadly threat to the entire gaming universe that forces him to accept the help of ""troublemaker"" Vanellope before the game over comes."
156,2014-11-05,Interstellar,165000000,188017894,649133873,47510360,PG-13,Adventure,3561,165,2014,169.0,"United States, Great Britain",Christopher Nolan,7.1,6.84,7.0,"In the near future, the Earth is devastated by continuous sandstorms and a plague that has destroyed all the wheat plantations, while leaving the corn intact. Cooper (Matthew McConaughey) is a former NASA astronaut who, like many others, had to devote himself to growing corn on his small farm where he lives with his daughter Murph and son Tom. Thanks to a series of strange circumstances Cooper will re-establish contact with NASA, which knows that the plague will soon attack other crops and which is secretly working to try to find a solution to the impending planetary catastrophe. Thus begins an adventure that will take Cooper on an interstellar journey through a space-time tunnel, in search of planets from other galaxies where it is hoped that humanity can find an environment in which to save itself from extinction and continue its evolutionary path."
157,2021-09-15,Dune,165000000,108327830,397720527,41011174,PG-13,Action,4125,156,1984,137.0,United States,David Lynch,6.0,5.63,6.0,"In the year 10.191, the powerful Space Guild entrusted the Atreides family with the government of the powerful planet Dune, a completely inhospitable but important reserve of the ""melange"", a drug that has the fabulous power to extend life in an extraordinary way. However, the Atreides are destroyed by the evil and ruthless Baron Arkonnen; survives, together with his mother, only the young Paul, who has inherited extraordinary powers from his father ..."
158,2021-09-15,Dune,165000000,108327830,397720527,41011174,PG-13,Action,4125,156,2000,185.0,"United States, Canada, Italy, Germany",John Harrison,6.1,6.0,6.0,"Paul and Jessica Atreides with Duke Leto, father of Paul, are sent by the emperor of the galaxy to Arrakis, a city on the desolate planet Dune, with the task of increasing the production of the precious spice. The Atreides take over from the Harkonnen family who, not wanting to lose such a profitable concession, meditates revenge ..."
159,2021-09-15,Dune,165000000,108327830,397720527,41011174,PG-13,Action,4125,156,2021,155.0,"Great Britain, Canada, Hungary, United States",Denis Villeneuve,6.9,6.6,7.0,"Paul Atreides, a brilliant and talented young man born with a great destiny beyond his understanding, will have to travel to the most dangerous planet in the universe to ensure a future for his family and people. While evil forces face off in a conflict to secure exclusive control of the most precious resource on the planet (a raw material capable of unlocking humanity's greatest potential), only those who overcome their fears will be able to survive."
160,2016-06-22,Independence Day: Resurgence,165000000,103144286,384169424,41039944,PG-13,Action,4091,119,2016,142.0,United States,Roland Emmerich,4.0,3.7,4.0,"By recovering the alien technology left over from an invasion attempt, the nations of Earth have collaborated in the realization of a large-scale defense program to protect the planet. Nothing, however, can hinder an unprecedented alien advance, which only the naivety of a group of courageous men and women will try to oppose, intent on protecting the world from the brink of extinction."
161,2017-03-16,Beauty and the Beast,160000000,504014165,1270042058,174750616,PG,Musical,4210,123,1987,93.0,United States,Eugene Marner,6.4,6.0,7.0,"A girl falls in love with the ""beast"" that holds her captive but is actually a beautiful prince. Version of the fairy tale with characters in flesh and blood."
162,2017-03-16,Beauty and the Beast,160000000,504014165,1270042058,174750616,PG,Musical,4210,123,1976,90.0,United States,Fielder Cook,6.0,6.0,6.0,"To save her father, a prisoner in the castle ruled by a monstrous being and guilty only of having picked a rose in his garden, a beautiful girl agrees to marry the Beast thus breaking the spell and freeing the monster-prince from a terrible curse."
163,2017-03-16,Beauty and the Beast,160000000,504014165,1270042058,174750616,PG,Musical,4210,123,1991,87.0,United States,"Gary Trousdale, Kirk Wise",7.8,7.86,8.0,"Bella agrees to take the place of her old father, held captive in the castle of a prince trapped in the body of a Beast due to a curse. Over time he realizes that the latter is not as bad as it seems at first glance. To make your stay in the haunted castle pleasant, many nice humanized objects: the candlestick waiter Lumière, the butler clock Tockins, the housekeeper teapot Mrs. Bric with her son Chicco ..."
164,2017-03-16,Beauty and the Beast,160000000,504014165,1270042058,174750616,PG,Musical,4210,123,2017,123.0,United States,Bill Condon,6.1,6.18,6.0,"Bella takes her father's place as a prisoner of a prince, whom an ancient curse has turned into a beast. Her sweetness will eventually win his heart, giving birth to a tender love."
165,2019-06-27,Spider-Man: Far From Home,160000000,390532085,1132532832,92579212,PG-13,Action,4634,129,2019,142.0,United States,Jon Watts,5.7,5.55,6.0,"Peter Parker decides to join his friends Ned, MJ and the rest of the group for a European vacation. However, Peter's plan to leave Spider-man at home is quickly shelved when he grudgingly agrees to help Nick Fury uncover what lies behind the mystery of the elemental creature attacks that are wreaking havoc on the old continent."
166,2018-12-06,Aquaman,160000000,335061807,1143758700,67873522,PG-13,Action,4184,143,2018,143.0,United States,James Wan,5.3,5.14,6.0,"The story of the origins of half human and half Atlantean Arthur Curry and the journey of his life, which will not only force him to face who he really is, but also to find out if he is worthy of being what he was born for: a king."
167,2007-05-17,Shrek the Third,160000000,322719944,807330936,121629270,PG,Adventure,4172,92,2007,92.0,United States,"Chris Miller, Raman Hui",5.7,5.48,6.0,"After the king's death, Shrek turns out to be his rightful heir. Having no intention of accepting the crown and starting a life at court, the green ogre sets out on the trail of Fiona's distant cousin, young Artie, the only one who can reign in his place. Meanwhile, Prince Charming attempts a coup ..."
168,2010-07-16,Inception,160000000,292576195,728582465,62785337,PG-13,Thriller/Suspense,3792,147,2010,148.0,"United States, Great Britain",Christopher Nolan,7.1,6.84,7.0,"Dom Kobb (Leonardo Di Caprio) is definitely the best thief around in his field. We are talking about a very particular type of theft, though: the dangerous and difficult art of extracting relevant secrets from the unconscious during the dream phase, the moment when the mind lowers all its defenses and becomes vulnerable. This ability has made him a prominent figure in the world of industrial espionage, but the price he had to pay for his notoriety is that he was sentenced to an eternal escape. He is therefore deprived of the possibility of loving and being loved, until he is offered a possibility of redemption and exit from the vicious circle. This time, however, Cobb and his team of specialists will have to operate a total reversal and instead of stealing information they will have to be able to create it: instead of simply stealing an idea they will have to give birth to it, generate it from scratch. Perfection, applied to crime."
169,2015-11-18,The Hunger Games: Mockingjay - Part 2,160000000,281723902,648986787,102665981,PG-13,Thriller/Suspense,4175,136,2015,136.0,United States,Francis Lawrence,4.9,4.44,5.0,"Now a living symbol of the fiery Jay, Katniss Everdeen assisted by the forces of District 13 leads the final rebellion against Capitol City. The goal is to free Panem forever from President Snow's yoke."
170,2014-05-14,Godzilla,160000000,200676069,529076069,93188384,PG-13,Action,3952,123,1998,126.0,United States,Roland Emmerich,4.1,3.3,5.0,"A beast of enormous size, awakened by nuclear tests, heads to the island of Manhattan with the intention of destroying it. A scientist, a reporter, a cameraman and an enigmatic agent of the French secret services take the field. Chirac's nuclear experiments have indeed awakened none other than Godzilla."
171,2014-05-14,Godzilla,160000000,200676069,529076069,93188384,PG-13,Action,3952,123,2014,123.0,United States,Gareth Edwards,5.9,6.03,6.0,"Nuclear tests carried out by the Americans in the Pacific Ocean in 1954 awakened a gigantic amphibious creature, believed by all to be the fruit of the legends of Eastern mythology. After surviving an attempted destruction by the US Navy through an atomic explosion, the creature takes refuge in the depths of the ocean until a new threat awakens it, bringing destruction and terror everywhere."
